"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.129286511E2,2.937634289E-1,-6.630404472E0,-5.122301102E0
1.129336966E2,3.904318213E-1,-6.273485184E0,-5.125349045E0
1.129387866E2,4.517102540E-1,-5.950473785E0,-5.377225399E0
1.129438766E2,5.553544760E-1,-5.742618561E0,-5.520309925E0
1.129489666E2,6.068432331E-1,-5.511082649E0,-5.646626472E0
1.129540644E2,4.491898417E-1,-5.098104477E0,-5.666169167E0
1.129590899E2,1.262092292E-1,-4.255218029E0,-5.473497391E0
1.129641422E2,-3.950790167E0,4.458355904E0,-5.676732063E0
1.129691945E2,-7.522838116E0,2.201728821E1,-5.200156212E0
1.129742467E2,-8.442012787E0,4.436964417E1,-4.679353237E0
1.129791567E2,-6.251880646E0,5.454705811E1,-2.388405561E0
1.129841631E2,2.341867208E0,5.120320129E1,-2.482997775E-1
1.129892064E2,8.863369942E0,4.349995041E1,-1.160998344E0
1.129942497E2,1.083291435E1,3.480416870E1,-2.688293457E0
1.129993397E2,7.518989563E0,2.833485413E1,-4.171392441E0
1.130044297E2,1.781393647E0,2.388294601E1,-4.829642773E0
1.130095197E2,-2.033081770E0,2.031650162E1,-5.401655197E0
1.130146187E2,-4.085179806E0,1.761889648E1,-6.197421551E0
1.130195287E2,-4.769635677E0,1.546239376E1,-5.937635422E0
1.130245357E2,-4.789225578E0,1.375013351E1,-4.931386948E0
1.130295787E2,-4.497709751E0,1.238581944E1,-3.385981560E0
1.130346218E2,-3.911534309E0,1.141768360E1,-7.527548671E-1
1.130396790E2,-3.906230450E0,1.074147606E1,1.296263695E0
1.130447228E2,-4.035371780E0,1.029590225E1,3.296126366E0
1.130497665E2,-3.673498392E0,9.607966423E0,4.827785969E0
1.130548103E2,-3.012973785E0,8.381888390E0,5.935236454E0
1.130598653E2,-2.020689011E0,6.800201416E0,6.512011051E0
1.130649097E2,-8.255458474E-1,5.207681656E0,6.613534927E0
1.130699540E2,2.822354734E-1,3.508661270E0,6.479960442E0
1.130749984E2,1.064779043E0,1.822757721E0,6.303351879E0
1.130800517E2,1.628281713E0,1.115903854E-1,6.045643330E0
1.130850965E2,1.992047429E0,-1.452801704E0,5.678531647E0
1.130901413E2,2.242721558E0,-2.822883606E0,5.187674999E0
1.130951861E2,2.327939749E0,-4.166391850E0,4.730863571E0
1.131002761E2,2.286061049E0,-5.454730034E0,4.283233166E0
1.131053661E2,2.068512440E0,-6.539925575E0,3.903064251E0
1.131104561E2,1.937543154E0,-7.446369171E0,3.495098114E0
1.131155542E2,1.801963210E0,-8.203166962E0,3.256097794E0
1.131204642E2,1.492447853E0,-8.887584686E0,2.858798981E0
1.131254688E2,1.321267009E0,-9.532947540E0,2.419587374E0
1.131305127E2,1.215330958E0,-1.004396820E1,2.015961170E0
1.131355567E2,1.021033883E0,-1.050234509E1,1.610235453E0
1.131406112E2,9.863992929E-1,-1.090357018E1,1.259887099E0
1.131456557E2,9.629941583E-1,-1.113307858E1,9.748151302E-1
1.131507002E2,9.222736955E-1,-1.116730213E1,7.411348820E-1
1.131557447E2,9.310808778E-1,-1.106879425E1,5.496935844E-1
1.131607976E2,9.222301841E-1,-1.100043392E1,4.247630835E-1
1.131658425E2,8.812180758E-1,-1.095746994E1,1.417170763E-1
1.131708874E2,8.222072124E-1,-1.092073917E1,-1.894416213E-1
1.131759324E2,7.927502394E-1,-1.093321705E1,-4.209284782E-1
1.131809840E2,7.974059582E-1,-1.091348839E1,-5.864912868E-1
1.131860292E2,7.595200539E-1,-1.090451241E1,-8.206086159E-1
1.131910745E2,7.028467655E-1,-1.092047882E1,-9.038743973E-1
1.131961198E2,7.705096006E-1,-1.093252087E1,-1.085927248E0
1.132012098E2,8.761378527E-1,-1.101224041E1,-1.290421367E0
1.132062998E2,9.098302722E-1,-1.102535248E1,-1.437813520E0
1.132113909E2,1.015216708E0,-1.113432693E1,-1.792507172E0
1.132164424E2,1.154343367E0,-1.136743736E1,-2.328012228E0
1.132215137E2,1.350865841E0,-1.170530891E1,-2.667354584E0
1.132265662E2,1.562317014E0,-1.197545910E1,-3.089859009E0
1.132316187E2,1.899470448E0,-1.215871716E1,-3.510429621E0
1.132366712E2,2.205797672E0,-1.237937832E1,-3.997382164E0
1.132417003E2,2.434787512E0,-1.263730717E1,-4.437232971E0
1.132467516E2,2.755025148E0,-1.285115337E1,-4.663006306E0
1.132518029E2,2.934139967E0,-1.299699402E1,-4.641931534E0
1.132568542E2,2.858807564E0,-1.299842930E1,-4.527200222E0
1.132618869E2,2.649729013E0,-1.284136486E1,-4.165630817E0
1.132669372E2,2.268944740E0,-1.261697388E1,-3.785912752E0
1.132719876E2,1.812332392E0,-1.220108891E1,-3.291468143E0
1.132770379E2,1.298580170E0,-1.146970749E1,-3.020983458E0
1.132819479E2,7.850716710E-1,-1.056196213E1,-3.012293816E0
1.132869585E2,3.611776233E-1,-9.851225853E0,-2.978435040E0
1.132920003E2,1.171118021E-2,-9.208191872E0,-2.805835009E0
1.132970421E2,-3.459864855E-1,-8.613731384E0,-2.834570885E0
1.133021321E2,-4.070860744E-1,-8.412188530E0,-2.835368633E0
1.133072221E2,-4.064413309E-1,-8.273083687E0,-2.713377237E0
1.133123179E2,-4.589165449E-1,-8.186741829E0,-2.373917580E0
1.133173666E2,-5.546579957E-1,-8.062179565E0,-1.710541010E0
1.133222895E2,-6.550731659E-1,-7.693778515E0,-8.907696009E-1
1.133273319E2,-6.931970119E-1,-7.124925137E0,-1.017556936E-1
1.133323743E2,-1.897020340E-1,-5.915925980E0,8.489682674E-1
1.133374167E2,1.786922097E0,-3.149234295E0,1.008528948E0
1.133424758E2,2.371188402E0,6.763505936E-1,3.215505481E-1
1.133475191E2,-1.826908827E0,1.257565975E1,4.927245975E-1
1.133525623E2,-6.581895351E0,3.590497589E1,-7.102963328E-1
1.133576056E2,-1.406872845E1,5.685169601E1,-3.193429947E0
1.133626622E2,-1.663242722E1,5.711482239E1,3.154699206E-1
1.133677061E2,-1.163074207E1,4.529495239E1,6.662614822E0
1.133727500E2,-8.195266724E0,3.399586105E1,7.084242344E0
1.133777939E2,-5.513873577E0,2.426984406E1,4.996993542E0
1.133828839E2,-4.033527851E0,1.918102646E1,2.418982744E0
1.133879739E2,-3.308990955E0,1.714102745E1,-1.532256603E-3
1.133930639E2,-2.132216692E0,1.636250687E1,-9.752696753E-1
1.133981625E2,-2.211941481E-1,1.606004715E1,-1.955979347E0
1.134031919E2,2.463229656E0,1.598476887E1,-1.942124367E0
1.134082432E2,6.135660172E0,1.581618595E1,-1.914303541E0
1.134132944E2,9.390088081E0,1.589842033E1,-2.260609388E0
1.134183456E2,1.212099171E1,1.620636940E1,-2.231016874E0
1.134233785E2,1.442647171E1,1.602128029E1,-1.668398619E0
1.134284288E2,1.540748310E1,1.500798607E1,-1.188637257E0
1.134334790E2,1.498677444E1,1.342973042E1,-8.189778328E-1
1.134385294E2,1.316830444E1,1.111960983E1,-2.709601521E-1
1.134435650E2,9.880251884E0,8.432828903E0,-8.409637213E-2
1.134486146E2,6.668119907E0,5.963712692E0,6.725919247E-2
1.134536641E2,4.550323486E0,4.119248390E0,4.355323315E-1
1.134587137E2,3.410740614E0,2.688545227E0,6.750782728E-1
1.134637515E2,3.012949705E0,1.580189705E0,9.041711092E-1
1.134688004E2,3.113912106E0,6.979207993E-1,1.514029980E0
1.134738495E2,2.994669676E0,-5.448341370E-2,2.212553740E0
1.134788984E2,2.523927212E0,-6.725139618E-1,2.928922653E0
1.134839379E2,1.965796709E0,-1.223230362E0,3.745925188E0
1.134889865E2,1.320785165E0,-1.897916794E0,4.545696259E0
1.134940350E2,7.944659591E-1,-2.648476601E0,4.856391907E0
1.134990835E2,3.290824294E-1,-3.446059704E0,5.114495754E0
1.135041245E2,-2.474421859E-1,-4.295372486E0,5.258312225E0
1.135091726E2,-7.343904972E-1,-5.095867634E0,5.269312382E0
1.135142207E2,-1.084200859E0,-5.895395279E0,5.224659443E0
1.135192688E2,-1.364363432E0,-6.641300201E0,5.000484467E0
1.135243109E2,-1.517874479E0,-7.328820229E0,4.693344116E0
1.135293587E2,-1.625871420E0,-8.048894882E0,4.241693497E0
1.135344065E2,-1.621234655E0,-8.672368050E0,3.526170731E0
1.135394544E2,-1.637684584E0,-9.290243149E0,2.981933594E0
1.135444974E2,-1.598234653E0,-9.864253998E0,2.494491577E0
1.135495450E2,-1.349287748E0,-1.027010345E1,2.035281181E0
1.135545925E2,-1.028265715E0,-1.055585766E1,1.446100235E0
1.135596401E2,-8.493673801E-1,-1.079817581E1,7.072353959E-1
1.135646838E2,-7.928572893E-1,-1.099226856E1,8.555477858E-2
1.135697312E2,-7.675408125E-1,-1.121940613E1,-2.718575001E-1
1.135747786E2,-8.073849678E-1,-1.136942291E1,-6.148442030E-1
1.135798260E2,-8.506293893E-1,-1.149013329E1,-1.006902218E0
1.135848703E2,-9.985092878E-1,-1.159103775E1,-1.262865067E0
1.135899176E2,-1.266475320E0,-1.160036278E1,-1.523243427E0
1.135949648E2,-1.579749703E0,-1.156601143E1,-1.703313112E0
1.136000120E2,-1.868135571E0,-1.149759483E1,-1.770359874E0
1.136050567E2,-2.133435011E0,-1.145255661E1,-1.705391645E0
1.136101038E2,-2.334006786E0,-1.142134285E1,-1.608544350E0
1.136151510E2,-2.437781572E0,-1.138008308E1,-1.397516489E0
1.136201981E2,-2.469783068E0,-1.141016388E1,-1.118958235E0
1.136252433E2,-2.445644379E0,-1.142074585E1,-8.760294914E-1
1.136302902E2,-2.303930759E0,-1.142633438E1,-7.005825639E-1
1.136353373E2,-2.136054754E0,-1.144621658E1,-5.862357616E-1
1.136403843E2,-1.932915449E0,-1.147097969E1,-5.124210119E-1
1.136454297E2,-1.718796372E0,-1.145774269E1,-5.159523487E-1
1.136504766E2,-1.407736301E0,-1.143539810E1,-5.811172128E-1
1.136555236E2,-1.085955381E0,-1.141364670E1,-6.444010735E-1
1.136605705E2,-7.914431691E-1,-1.141169357E1,-7.572922707E-1
1.136656161E2,-4.855057001E-1,-1.139606094E1,-9.764337540E-1
1.136706630E2,-1.101493835E-1,-1.138107491E1,-1.276713967E0
1.136757098E2,2.108899355E-1,-1.127577591E1,-1.667130351E0
1.136807567E2,4.729230404E-1,-1.102282715E1,-2.238454342E0
1.136858026E2,6.090818644E-1,-1.039753437E1,-3.062558174E0
1.136908494E2,6.280145645E-1,-9.051239967E0,-4.126118183E0
1.136958962E2,6.442152262E-1,-7.515648365E0,-5.106839657E0
1.137009430E2,5.876370668E-1,-6.886027336E0,-5.622557640E0
1.137059890E2,6.563856006E-1,-6.711614609E0,-6.155984879E0
1.137110358E2,7.943491936E-1,-6.599742889E0,-7.069450378E0
1.137160826E2,1.060253620E0,-6.454854012E0,-7.683009148E0
1.137211294E2,1.211591244E0,-6.095381737E0,-7.961391449E0
1.137261755E2,6.039822102E-1,-4.259067059E0,-7.891013622E0
1.137312222E2,-2.997517109E0,3.796110153E0,-7.521368027E0
1.137362689E2,-6.687602997E0,1.447964287E1,-6.274613380E0
1.137413157E2,-8.030560493E0,2.950033188E1,-4.997634888E0
1.137463620E2,-5.369572163E0,4.115389252E1,-3.000893116E0
1.137514087E2,6.581592560E-1,4.406138611E1,9.939917922E-2
1.137564553E2,6.775308609E0,4.191316605E1,1.033814549E0
1.137615021E2,1.003407192E1,3.810644531E1,-2.364854217E-1
1.137665484E2,1.073420525E1,3.332166672E1,-1.750330687E0
1.137715951E2,8.200059891E0,2.849198341E1,-3.157791615E0
1.137766418E2,3.592058897E0,2.375565338E1,-4.052990437E0
1.137816885E2,-6.688766181E-2,1.972893333E1,-4.837891102E0
1.137867348E2,-2.030874968E0,1.683090210E1,-5.846586227E0
1.137917815E2,-3.294373989E0,1.498728085E1,-6.054283619E0
1.137968282E2,-3.780678988E0,1.375585842E1,-5.376369476E0
1.138018748E2,-3.514196634E0,1.303989506E1,-3.696150541E0
1.138069213E2,-3.200057268E0,1.243271732E1,-1.566776276E0
1.138119679E2,-3.016619921E0,1.174379826E1,5.431199074E-1
1.138170146E2,-2.670549154E0,1.100762272E1,2.017811060E0
1.138220613E2,-2.252284050E0,9.952373505E0,3.413137436E0
1.138271077E2,-1.733792305E0,8.665003777E0,4.479922771E0
1.138321544E2,-1.048629522E0,7.299105644E0,4.934266567E0
1.138372011E2,-2.213103771E-1,5.658824921E0,5.199382305E0
1.138422477E2,4.617790580E-1,3.845056534E0,5.362657070E0
1.138472942E2,9.104185700E-1,2.211977005E0,5.363198280E0
1.138523409E2,1.325729132E0,5.728330612E-1,5.297686100E0
1.138573875E2,1.616631508E0,-1.019845009E0,5.248748302E0
1.138624341E2,1.692605257E0,-2.551863670E0,5.222287178E0
1.138674806E2,1.687567949E0,-3.966117382E0,4.999911308E0
1.138725273E2,1.591809988E0,-5.219954014E0,4.740860462E0
1.138775739E2,1.452870131E0,-6.356882095E0,4.665946007E0
1.138826206E2,1.126979470E0,-7.439584732E0,4.623674870E0
1.138876671E2,7.091515660E-1,-8.344247818E0,4.395783424E0
1.138927137E2,3.990702033E-1,-9.109817505E0,4.098282814E0
1.138977603E2,3.291953206E-1,-9.856450081E0,3.664775610E0
1.139028070E2,3.698914647E-1,-1.049353409E1,3.028414726E0
1.139078535E2,5.115376115E-1,-1.092567635E1,2.418643475E0
1.139129002E2,6.496658325E-1,-1.129657173E1,1.806245327E0
1.139179468E2,7.228480577E-1,-1.142449951E1,1.396425009E0
1.139229934E2,7.600276470E-1,-1.131451797E1,1.097809434E0
1.139280400E2,7.996351719E-1,-1.120598412E1,7.425379753E-1
1.139330866E2,7.890560627E-1,-1.113223553E1,2.581208944E-1
1.139381333E2,7.427511215E-1,-1.102128983E1,-1.987270713E-1
1.139431799E2,7.035388947E-1,-1.098779964E1,-5.479708910E-1
1.139482264E2,7.187932730E-1,-1.099807453E1,-8.766744733E-1
1.139532731E2,7.546224594E-1,-1.097064018E1,-1.085218906E0
1.139583197E2,7.200616598E-1,-1.101058960E1,-1.284837246E0
1.139633663E2,7.103043795E-1,-1.101248646E1,-1.462801218E0
1.139684128E2,6.820197105E-1,-1.098103142E1,-1.682749271E0
1.139734595E2,6.920895576E-1,-1.107403660E1,-1.993483305E0
1.139785061E2,8.409734368E-1,-1.131994438E1,-2.348133087E0
1.139835527E2,1.018789411E0,-1.158932400E1,-2.580658913E0
1.139885601E2,1.178474188E0,-1.179114723E1,-2.888545990E0
1.139936048E2,1.377744198E0,-1.198767662E1,-3.099220753E0
1.139986495E2,1.531455278E0,-1.213577938E1,-3.285298824E0
1.140036941E2,1.697731495E0,-1.233113480E1,-3.547426224E0
1.140087857E2,1.896234870E0,-1.256411839E1,-3.583875179E0
1.140138327E2,1.961374760E0,-1.276283550E1,-3.672657490E0
1.140188798E2,2.004138708E0,-1.296559811E1,-3.545219183E0
1.140239267E2,1.905731916E0,-1.305764484E1,-3.239191771E0
1.140289722E2,1.643223047E0,-1.312521744E1,-3.002218246E0
1.140340191E2,1.355876446E0,-1.307273388E1,-2.795091152E0
1.140390661E2,9.722357988E-1,-1.286211872E1,-2.765381575E0
1.140441130E2,5.211530924E-1,-1.249360466E1,-2.730920315E0
1.140491586E2,1.653037369E-1,-1.198176670E1,-2.739602327E0
1.140542055E2,-2.770467699E-1,-1.118811226E1,-2.911386967E0
1.140592524E2,-6.726033688E-1,-1.037130547E1,-2.854895353E0
1.140642992E2,-1.050927997E0,-9.646221161E0,-2.714756250E0
1.140693451E2,-1.351067662E0,-8.788056374E0,-2.965342999E0
1.140743919E2,-1.392710328E0,-8.217924118E0,-3.139529943E0
1.140794387E2,-1.099839449E0,-7.954640865E0,-2.995573759E0
1.140844855E2,-9.166586399E-1,-7.706069469E0,-2.750239372E0
1.140894923E2,-9.954398274E-1,-7.500847340E0,-1.916156650E0
1.140945371E2,-1.216222525E0,-7.224089146E0,-6.631057262E-1
1.140995820E2,-1.339447260E0,-6.655822754E0,3.508681059E-1
1.141046267E2,-1.068457603E0,-5.585979462E0,1.122363567E0
1.141097179E2,-4.109464586E-1,-3.775985241E0,1.570011377E0
1.141147650E2,-8.997040987E-2,-1.283954620E0,1.391956449E0
1.141198122E2,5.920532942E-1,4.075090408E0,2.158039957E-1
1.141248593E2,-1.024712205E0,1.873986816E1,-1.782005191E0
1.141299044E2,-5.174925804E0,4.025009918E1,-4.527972698E0
1.141349514E2,-1.536470318E1,5.297201157E1,-4.360668659E0
1.141399984E2,-1.812641144E1,4.965948105E1,2.445647001E0
1.141450454E2,-1.525976562E1,4.142727661E1,7.417020798E0
1.141500909E2,-1.045585537E1,3.247182083E1,6.762830257E0
1.141551378E2,-5.535789967E0,2.488047600E1,4.985850334E0
1.141601847E2,-3.390027523E0,2.163208389E1,2.291063547E0
1.141652317E2,-2.554081440E0,2.021073723E1,2.958641350E-1
1.141702773E2,-1.444670677E0,1.958124161E1,-1.113945007E0
1.141753242E2,-8.414440155E-1,1.955151367E1,-1.782975078E0
1.141803711E2,-5.564162135E-2,1.988668442E1,-2.272126675E0
1.141854179E2,2.448943853E0,2.072042847E1,-2.156605959E0
1.141904637E2,6.834867954E0,2.170785332E1,-1.245783806E0
1.141955106E2,1.049065113E1,2.142803192E1,-7.675546408E-1
1.142005574E2,1.331699657E1,2.038382339E1,-2.277524471E-1
1.142056042E2,1.511182022E1,1.828815079E1,2.255357802E-1
1.142106502E2,1.439839745E1,1.495961475E1,5.012728572E-1
1.142156970E2,1.116077328E1,1.128430176E1,2.591723502E-1
1.142207437E2,7.253946781E0,8.018876076E0,-8.651447296E-2
1.142257905E2,4.448152065E0,5.680099487E0,1.067309976E-1
1.142307005E2,3.172936916E0,3.922949791E0,5.302786231E-1
1.142356370E2,3.052129984E0,2.478913307E0,9.727805853E-1
1.142406720E2,3.394641638E0,1.151237488E0,1.720487595E0
1.142457071E2,3.526182890E0,-1.178684235E-1,2.358213663E0
1.142507971E2,3.297758341E0,-1.242578506E0,3.001581669E0
1.142558871E2,2.812358856E0,-2.309163094E0,3.590117216E0
1.142609488E2,2.080655098E0,-3.355844498E0,4.575637817E0
1.142659901E2,9.966809750E-1,-4.382394314E0,5.549027443E0
1.142710801E2,1.473084092E-1,-5.335982323E0,5.957521915E0
1.142761701E2,-3.304705024E-1,-6.187851906E0,6.214344025E0
1.142812601E2,-8.438091278E-1,-7.005051613E0,6.296774864E0
1.142863501E2,-1.077116847E0,-7.634582996E0,6.253614426E0
1.142913957E2,-1.250489473E0,-8.248861313E0,5.947396755E0
1.142964452E2,-1.329668164E0,-8.800151825E0,5.713749409E0
1.143014948E2,-1.452917576E0,-9.460738182E0,5.175410748E0
1.143065444E2,-1.600538611E0,-1.009661293E1,4.538218021E0
1.143115822E2,-1.648203135E0,-1.051649380E1,3.711035728E0
1.143166311E2,-1.509361267E0,-1.090240097E1,2.855385542E0
1.143216801E2,-1.173867226E0,-1.122567844E1,2.003805637E0
1.143267291E2,-8.894518614E-1,-1.141944504E1,1.111835003E0
1.143316391E2,-8.486795425E-1,-1.141678619E1,3.211281896E-1
1.143366526E2,-8.339040279E-1,-1.145705795E1,-2.312614024E-1
1.143416934E2,-7.945566177E-1,-1.147308922E1,-6.140253544E-1
1.143467340E2,-8.515228033E-1,-1.141217422E1,-8.946807384E-1
1.143517983E2,-9.148525596E-1,-1.135560989E1,-1.059151292E0
1.143568401E2,-1.005779266E0,-1.129852486E1,-1.212346673E0
1.143618820E2,-1.029348731E0,-1.126480103E1,-1.301542163E0
1.143669239E2,-1.091931105E0,-1.120180511E1,-1.331532359E0
1.143719846E2,-1.083944082E0,-1.114306068E1,-1.354782701E0
1.143770274E2,-1.049687862E0,-1.110295868E1,-1.351504922E0
1.143820702E2,-9.606736898E-1,-1.110065174E1,-1.350118160E0
1.143871131E2,-8.744447231E-1,-1.107396698E1,-1.326194882E0
1.143921709E2,-7.720828056E-1,-1.107081699E1,-1.269521952E0
1.143972145E2,-7.597451806E-1,-1.107215786E1,-1.279861212E0
1.144022581E2,-7.754440308E-1,-1.111155891E1,-1.165114522E0
1.144073016E2,-7.434976697E-1,-1.112217140E1,-1.077242851E0
1.144123572E2,-6.742383838E-1,-1.119027901E1,-9.769205451E-1
1.144174014E2,-6.545286775E-1,-1.129686356E1,-9.107257724E-1
1.144224456E2,-5.509900451E-1,-1.140378571E1,-8.918442726E-1
1.144274898E2,-4.550578594E-1,-1.150163841E1,-8.471174836E-1
1.144325798E2,-3.429630995E-1,-1.161444950E1,-9.423778057E-1
1.144376698E2,-1.147592664E-1,-1.172794628E1,-1.171574593E0
1.144427598E2,1.387845874E-1,-1.181340694E1,-1.548357487E0
1.144478583E2,4.323811531E-1,-1.194728279E1,-2.034080505E0
1.144527683E2,7.769304514E-1,-1.201926994E1,-2.669034958E0
1.144577738E2,1.081881642E0,-1.201970673E1,-3.380018234E0
1.144628174E2,1.433928251E0,-1.186716557E1,-4.158906460E0
1.144678610E2,1.838450551E0,-1.143729210E1,-5.194185257E0
1.144729510E2,2.104134321E0,-1.005601215E1,-6.387417316E0
1.144780410E2,2.323506832E0,-8.307888985E0,-7.197851181E0
1.144831310E2,2.408257246E0,-7.202459812E0,-7.506141186E0
1.144882298E2,2.250704765E0,-6.753383636E0,-7.411859512E0
1.144931398E2,2.001405478E0,-6.357435226E0,-7.324594975E0
1.144981464E2,1.812115431E0,-6.009947777E0,-6.768861771E0
1.145031896E2,1.711871386E0,-5.744378090E0,-5.548252583E0
1.145082328E2,1.658074141E0,-5.565210342E0,-4.071024895E0
1.145132895E2,1.593696594E0,-5.137270927E0,-2.753623009E0
1.145183334E2,1.332201362E0,-4.379261494E0,-1.562460899E0
1.145233773E2,-5.274200439E-1,6.351442337E-1,-1.358166218E0
1.145284212E2,3.247116089E0,2.214807320E1,-3.009563446E0
1.145335112E2,5.402727604E0,5.204837418E1,-4.380454540E0
1.145386012E2,1.105058193E-2,6.661563110E1,-6.082441807E0
1.145436912E2,3.748711050E-1,6.107222748E1,-5.960850239E0
1.145487898E2,-3.805506945E0,5.576455307E1,-9.735077858E0
1.145536998E2,-1.049421215E1,4.947467422E1,-1.507287979E1
1.145587059E2,-1.192947388E1,3.933518982E1,-1.694111443E1
1.145637492E2,-9.566349983E0,2.911575508E1,-1.576249599E1
1.145687927E2,-7.145809174E0,2.118805313E1,-1.265842152E1
1.145738827E2,-5.976755142E0,1.601009369E1,-7.893197536E0
1.145789727E2,-6.130139828E0,1.303124332E1,-3.062590599E0
1.145840627E2,-6.771365166E0,1.164841461E1,8.569127917E-1
1.145891615E2,-6.795859337E0,1.072738743E1,3.766358852E0
1.145941921E2,-6.128022194E0,9.493474960E0,5.871460438E0
1.145992431E2,-5.101690292E0,7.971106529E0,8.058308601E0
1.146042940E2,-3.998969555E0,6.366300583E0,1.027267838E1
1.146093449E2,-2.763132572E0,4.961013794E0,1.025561428E1
1.146143786E2,-1.330738902E0,3.745249748E0,9.434644699E0
1.146194287E2,-4.799127579E-2,2.441547394E0,8.983399391E0
1.146244787E2,5.089492798E-1,1.050186157E0,8.981701851E0
1.146295288E2,8.236985803E-1,-4.241161346E-1,8.960185051E0
1.146345651E2,1.498577118E0,-1.909756660E0,9.034238815E0
1.146396145E2,1.917151451E0,-3.282382011E0,9.122572899E0
1.146446639E2,2.151936531E0,-4.527973652E0,9.054785728E0
1.146497132E2,2.236283541E0,-5.690068245E0,8.794353485E0
1.146547516E2,2.026519775E0,-6.616132736E0,8.166348457E0
1.146598005E2,1.718374372E0,-7.507707119E0,7.234078884E0
1.146648493E2,1.440165043E0,-8.427361488E0,6.055489063E0
1.146698981E2,1.157489419E0,-9.260495186E0,4.763899326E0
1.146749381E2,9.599441886E-1,-9.969142914E0,3.482419014E0
1.146799865E2,9.233894944E-1,-1.053912830E1,2.314692736E0
1.146850349E2,7.079687119E-1,-1.092755413E1,1.340873241E0
1.146900832E2,5.952547789E-1,-1.121606445E1,4.979699850E-1
1.146951246E2,6.183397770E-1,-1.143824959E1,-7.626807690E-2
1.147001726E2,6.196128130E-1,-1.137413597E1,-5.450085402E-1
1.147052207E2,6.562782526E-1,-1.123932838E1,-9.993251562E-1
1.147102687E2,7.950290442E-1,-1.116786766E1,-1.114016056E0
1.147152719E2,8.731812239E-1,-1.110225677E1,-1.410902143E0
1.147203176E2,8.572413921E-1,-1.109986877E1,-1.727298856E0
1.147253634E2,8.811565638E-1,-1.113192368E1,-1.919672251E0
1.147304091E2,8.442890644E-1,-1.116493034E1,-2.078721523E0
1.147354975E2,7.751108408E-1,-1.118937492E1,-2.294924498E0
1.147405454E2,7.165439129E-1,-1.125305176E1,-2.482237101E0
1.147455934E2,6.824952364E-1,-1.141806793E1,-2.578646421E0
1.147506412E2,7.010488510E-1,-1.145477104E1,-2.440673828E0
1.147556839E2,7.721620798E-1,-1.154495907E1,-2.651896477E0
1.147607316E2,9.913973808E-1,-1.165972137E1,-2.910982609E0
1.147657792E2,1.325479388E0,-1.183226204E1,-3.424280882E0
1.147708269E2,1.559966087E0,-1.200955105E1,-4.283693790E0
1.147758704E2,1.849151850E0,-1.222943687E1,-4.835988998E0
1.147809178E2,2.169588566E0,-1.255384254E1,-5.130926609E0
1.147859653E2,2.354585409E0,-1.277681351E1,-5.534039497E0
1.147910127E2,2.691956997E0,-1.300356483E1,-5.750516415E0
1.147960569E2,3.024987221E0,-1.325310612E1,-5.752676010E0
1.148011041E2,3.149734974E0,-1.342964458E1,-5.493271351E0
1.148061514E2,3.253979683E0,-1.346630764E1,-5.250392914E0
1.148111987E2,3.305421352E0,-1.343021393E1,-4.961735725E0
1.148162433E2,3.309929371E0,-1.335494041E1,-4.550393105E0
1.148212904E2,3.139263630E0,-1.306360340E1,-4.173859119E0
1.148263376E2,2.760369778E0,-1.263306141E1,-3.711840868E0
1.148313847E2,2.273717165E0,-1.202532291E1,-3.297475815E0
1.148364298E2,1.741101503E0,-1.123114777E1,-2.915192366E0
1.148414768E2,1.166339159E0,-1.046610451E1,-2.621643305E0
1.148465238E2,6.722993851E-1,-9.821186066E0,-2.464288712E0
1.148515709E2,2.575519681E-1,-9.191158295E0,-2.486033678E0
1.148565770E2,-1.369254589E-1,-8.537899017E0,-2.610181093E0
1.148616220E2,-3.307758570E-1,-8.225022316E0,-2.354448080E0
1.148666670E2,-2.584713697E-1,-8.166127205E0,-1.868143797E0
1.148717120E2,-2.790051699E-1,-8.045234680E0,-1.472459912E0
1.148766460E2,-4.161692858E-1,-7.752428532E0,-7.358609438E-1
1.148816854E2,-5.793228149E-1,-7.307157993E0,2.058205009E-1
1.148867248E2,-7.396768332E-1,-6.714530945E0,1.099257350E0
1.148917643E2,-5.714446306E-1,-5.467885971E0,1.447038651E0
1.148968322E2,2.918604016E-1,-2.529983521E0,7.601045370E-1
1.149018731E2,2.842963338E-1,5.445708275E0,-2.639982939E0
1.149069140E2,-1.953449368E0,2.229444504E1,-6.766882420E0
1.149119548E2,-8.366778374E0,4.054488754E1,-7.152541637E0
1.149170185E2,-1.861936951E1,4.837546158E1,-1.224497080E0
1.149220605E2,-2.050310707E1,4.584236908E1,6.136461735E0
1.149271025E2,-1.627835846E1,4.303837585E1,8.974361420E0
1.149321445E2,-1.205397034E1,4.033835602E1,7.246079922E0
1.149372048E2,-8.101164818E0,3.684050751E1,5.232329369E0
1.149422477E2,-3.856254339E0,3.304093933E1,2.159780264E0
1.149472907E2,1.702427864E-2,2.898979187E1,-1.088289395E-1
1.149523336E2,3.992428780E0,2.477934456E1,-1.201747060E0
1.149573911E2,7.075200081E0,2.088354492E1,-1.979232192E0
1.149624348E2,8.920254707E0,1.769850540E1,-2.183909893E0
1.149674784E2,9.584378242E0,1.516508102E1,-2.551026583E0
1.149725221E2,9.527346611E0,1.301377106E1,-2.054425955E0
